PC1,PC2,PC3,PC4,PC5,SeriousDlqin2yrs
0.173285343,0.594652726,-1.424109051,-0.235672542,0.011950722,1
-0.121904362,-2.033640463,-0.23863012,0.166768248,0.08302429,1
-0.017771753,-0.06678757,0.242815458,-0.078519197,0.007537826,1
-0.042594066,-1.073031631,-1.131951963,0.060675733,0.098119473,1
0.373493398,1.88052807,1.095208853,-0.321901689,0.065031969,1
0.466302442,3.022626225,-1.496146659,-0.22802183,0.098748643,1
0.008910318,-0.799366003,-1.810679146,0.234503202,0.088866799,1
0.157208984,0.621016146,-0.148976199,-0.101967072,0.033364918,1
-0.154500962,0.223986525,0.654453713,-0.269587494,-0.00550435,1
-0.071542964,-1.36889184,-1.804482415,-1.787008832,-0.236629003,1
0.005851919,-0.942461206,-0.107041947,0.26867238,0.131685724,1
0.109655746,0.356130375,-0.527681944,-0.198347699,0.066117455,1
0.077061176,-1.038821217,1.512405221,0.254913627,-0.069038166,1
0.226458332,0.185273277,1.856738133,-0.01046304,-0.086455914,1
0.261385834,1.20847307,-0.498938617,0.010022305,0.01220284,1
-0.144944401,-1.309434007,-0.531967469,0.208984064,-0.104611161,1
0.193723634,-0.054177596,1.667635259,0.381031418,-0.031578602,1
0.016173273,-0.887784008,0.070309001,-0.044537359,0.06019775,1
0.155532185,0.178809509,0.633274314,-0.05874372,-0.013703691,1
0.30145017,1.751428249,-1.334270083,0.222523507,0.042333872,1
-1.179056053,-0.358933381,0.662752426,-0.019150667,0.005171021,1
-0.016893168,-1.275246304,0.134686067,0.092927649,0.093308103,1
0.290710868,1.39953812,-0.344604256,0.004861689,0.005647353,1
0.078257849,-0.160030292,-2.219792561,0.008691038,0.033459099,1
0.198204752,0.678587869,0.365309854,-0.066622177,0.052242821,1
0.176557134,0.130877042,1.054422938,0.228257008,-0.011421103,1
-0.100531678,-1.674873913,-0.581841766,0.281868573,0.137362316,1
0.124572427,0.238755033,2.686068063,-0.059707524,-0.102363265,1
-0.278371163,-1.261169233,1.292665473,0.129576063,-0.056181519,1
0.136982717,-0.422949907,1.240677394,-0.076636519,0.03103164,1
-0.016888709,-1.169525005,-1.221040065,-2.196348953,-0.377099739,1
0.14150231,-0.044745277,0.878583196,0.040326162,-0.069551176,1
0.088762646,0.458585977,1.657347996,-0.098703639,-0.038375298,1
0.128081225,-0.414992606,1.3281989,0.305557126,-0.090800502,1
0.049115974,-0.446071748,-1.137871664,0.249889381,0.039285562,1
0.127300987,0.033629955,0.244025251,0.036635343,0.093445932,1
0.034314483,-0.607567715,-0.156019532,0.094187438,0.0955662,1
0.037658181,-0.504416937,-1.265324084,0.137601975,0.058563613,1
0.020935161,0.198041676,0.993989508,0.272206506,-0.004356613,1
0.084404297,-0.374647385,0.254474505,-0.140531641,0.078741126,1
0.113458494,-0.488151538,1.118894398,-0.002193141,-0.043557923,1
0.273861105,1.08839753,1.041174033,0.263702832,-0.02702421,1
0.092513914,-0.305683103,0.491381745,0.048511575,-0.037897829,1
0.160535327,0.609434146,-0.589545013,0.363976486,0.041819093,1
0.202629918,0.058375115,1.591618455,0.372607657,-0.013746225,1
0.009992806,-1.476682131,1.204709896,0.430655203,-0.080761533,1
0.165179664,0.403541232,0.329322124,-0.042253018,0.036643738,1
-0.196090557,-1.240425982,-0.278599858,0.29328491,0.125568773,1
0.178695063,0.660814215,-2.513140484,0.088821797,0.030359848,1
-0.183816678,-2.349380445,-0.761882984,0.168438219,0.12556013,1
0.148138847,0.023237231,0.321046698,0.483797643,-0.03678622,1
1.083995174,12.86346139,-4.129335925,9.375918828,0.674406222,1
0.267165739,1.097780548,0.283129609,-0.202258607,0.012631239,1
0.158313073,-0.490128093,1.845707943,0.048161302,-0.056502401,1
0.133755205,-0.379960643,1.290013158,0.034708489,-0.059055508,1
0.30211507,1.365200871,0.280071082,0.087702067,0.087870862,1
0.212709257,0.404032694,0.128232934,-0.056724007,-0.03361241,1
0.119787149,-0.416865664,1.176829057,0.335643546,-0.071297205,1
0.090948645,0.941382672,0.152744976,-0.083946402,0.081820676,1
0.091852516,-0.145200609,-0.022912933,0.176510259,0.098675324,1
-0.0301632,0.380230245,-0.837391669,-0.153320629,0.090493937,1
0.177392056,0.711563252,-0.638245752,0.451105607,0.123751505,1
0.112088607,-0.503778406,1.123485514,-0.012951895,-0.044316605,1
0.198954468,0.273695484,1.172183946,0.198014216,-0.014576185,1
0.206094915,0.751425594,-0.62627772,-0.170265901,0.010299159,1
0.148369922,2.036277932,-2.329850624,0.181010081,0.099663806,1
-0.040023854,-1.085382416,-1.034605796,0.131525169,0.078532108,1
-0.08491586,-0.753536181,0.810359555,0.182651513,0.039759398,1
0.069192504,-0.797141021,0.438460364,0.619181731,-0.044177311,1
-0.087817751,-2.02654774,0.410283915,0.132022244,0.002491972,1
-0.377296633,-1.389810713,-0.334146124,0.295479023,0.12240097,1
0.17010294,0.249489439,-0.511557147,0.087155139,0.100893781,1
-0.094994817,-1.662891947,-0.527257861,0.177628141,0.136296336,1
-0.40835198,-0.186669818,-0.327036149,0.07231224,0.142735574,1
-0.097377652,-1.783066985,-0.339934202,0.055127885,0.121010682,1
0.050715411,-0.101571658,-3.333782755,0.156436867,0.07414612,1
0.084982187,0.602375744,1.232463082,-0.211934946,0.028663009,1
0.073233137,-0.790337526,0.373017791,0.133763285,0.008193899,1
-0.614664863,-0.605353492,-2.394870283,0.006992983,0.092399034,1
0.167411217,0.452841868,0.057881195,-0.144252195,0.159621132,1
0.095754798,-0.802643168,1.278255372,-0.04004306,-0.003962586,1
0.463771578,4.125767479,-1.106880079,-0.592896107,0.029948606,1
0.274721575,1.298600396,-0.013800997,-0.203638593,0.062990444,1
-0.284715831,-1.976003706,-0.440755322,0.134260345,0.112485891,1
-0.037953655,0.117576179,-1.001778453,0.082793845,0.070486235,1
0.011049609,-0.810234696,-0.687191064,-0.060607672,0.066651381,1
0.212254451,0.252867484,1.268265068,0.070487056,0.057254288,1
0.212454355,0.469471646,1.034379385,-0.355294981,-0.020270882,1
-0.070001616,-1.416175735,-1.073088104,0.126911913,0.139157604,1
0.045935846,-0.579715709,-2.131001284,-0.085525587,0.080180248,1
0.235123193,0.615907596,0.7410432,-0.1224224,-0.079909714,1
0.126438098,0.304578867,-1.190208518,0.566286186,0.070460432,1
0.333847928,1.666029821,0.29340316,0.286939399,0.08925753,1
0.150734721,-0.309834036,1.472090272,0.042072093,-0.07940184,1
0.12302474,-0.055520878,-0.125043578,0.023749281,0.045367287,1
-0.809053359,-0.3735113,1.576040197,0.014759691,-0.023546725,1
-0.089158787,-1.709081721,-0.76439472,0.265976011,0.067533952,1
-0.043171655,-1.319546499,-0.13020143,0.011828938,0.04736381,1
0.244315777,0.855552278,0.822096337,0.364288239,0.05490227,1
0.1365805,-0.459678285,1.380781732,0.170094886,-0.008282848,1
0.049037114,-0.146818431,-1.754386062,-0.228119645,0.091163336,1
0.268024796,1.262774272,-0.031743131,0.58995375,0.077863801,1
0.06251695,-0.714738199,-0.485124644,0.136945179,0.029638535,1
0.197889159,-0.233090097,2.039019748,-0.021412983,-0.057060994,1
0.120933871,0.273912168,-1.707592844,-0.086842305,0.013616582,1
0.490898968,2.691565541,0.945521632,-0.372037577,0.13238911,1
0.056766148,-1.281624515,1.626449888,0.167398473,-0.093936873,1
0.361558297,1.63096353,1.314415296,-0.026009819,0.077462805,1
0.09824472,-0.360308205,0.05031874,-0.01885839,0.007800781,1
0.223623513,1.131018478,-1.657799193,0.285351616,0.114855397,1
0.107798023,-0.530195944,0.952753153,0.115619147,0.038151627,1
0.176258252,0.231313015,0.816631231,0.858625549,0.053723996,1
-0.415064654,-1.805793746,-0.227353183,0.189202943,0.090042087,1
-0.032815957,-1.718242592,0.869970512,0.340795305,-0.049450494,1
0.231731793,0.19554691,1.819851823,0.213621613,-0.021785958,1
0.179964919,-0.053597136,0.436332335,0.381906691,-0.056683152,1
0.204439301,0.51293111,0.365647386,-0.110022762,-0.046469391,1
0.209204573,0.762640513,0.434422184,0.076281859,0.034591505,1
0.055620346,-1.025339864,1.059977617,0.261613217,-0.014072294,1
-0.012716588,2.029090455,-1.156327256,-0.442592764,0.021606893,1
-0.076921561,-1.456146701,-0.587476689,0.329303116,0.151864042,1
-0.056446348,-1.138453343,-1.26483204,0.045342181,0.111217263,1
-0.262905609,-1.680529128,-2.087793413,0.191295176,0.059835847,1
0.339350334,1.747618268,0.764232043,-0.137914923,0.079662808,1
0.280824203,0.798667215,1.54983653,0.57803075,0.024712416,1
0.106954814,0.380853598,-1.662737773,0.208651937,0.082946366,1
0.373068663,2.647405689,-0.556338409,1.016853622,0.045740992,1
0.164691915,0.089301856,0.835839738,-0.054155906,0.034127635,1
-0.039924503,-1.343041266,-0.113884012,0.302669647,0.103245412,1
-0.006145459,-0.936662887,-0.226893413,0.089241622,0.082836338,1
0.14111946,0.235895902,-0.476516021,-0.207863894,0.127203861,1
0.036471956,-0.476295833,-1.367395567,0.078337715,0.075800991,1
-0.153140422,-2.132223069,-0.658484325,0.091769635,0.127282315,1
0.28763118,0.620032007,1.893038007,-0.120986709,0.025349474,1
0.187676687,-0.104366448,1.766606986,0.117710879,-0.111071125,1
0.134876217,-0.026437574,0.64257167,-0.199714549,-0.017717701,1
0.156935045,0.033003592,0.312651759,-0.112612068,0.009598911,1
-0.016507464,-1.488882461,0.630600216,0.143504549,0.0165414,1
0.154955694,0.574965214,-0.127922083,-0.238787804,0.040408851,1
-0.067319629,-0.156278285,-1.023104922,-0.097673951,0.068376641,1
0.016456885,-0.893938908,0.02308441,0.374341953,0.106136341,1
0.201583874,0.055809807,1.641233243,-0.050646597,-0.06616617,1
0.313034807,1.632678926,0.49383472,-0.156443782,0.106503987,1
0.47099537,2.348108173,1.773094172,-0.448350855,0.10271101,1
0.182154674,0.847237173,-3.345485169,0.060745533,0.057852483,1
-0.534965177,-1.411391778,-1.19475953,0.19210389,0.05488185,1
0.111854871,-0.187108061,0.573054423,-0.09026483,-0.031506742,1
-0.229566915,2.291300986,1.06447611,-0.502642505,0.021401424,1
-0.04311574,-1.358132113,-0.1957332,0.108700509,0.127579467,1
0.040146251,-0.60292433,-0.05618742,0.076032372,0.0808827,1
-0.459028269,-2.144005103,-0.346361486,0.18897683,0.07830315,1
0.439658522,2.538643397,-0.037265209,-0.402352085,0.077765097,1
0.032902007,-0.391610213,-2.08361077,0.157736303,0.077594515,1
-0.528161308,-1.119371209,-1.053861117,0.1818998,0.066884505,1
0.243502597,0.123921275,2.152390132,-0.007297324,-0.048322843,1
0.154836213,-0.41897864,1.83614471,0.191726672,-0.140447233,1
-0.005231867,-1.027512818,-0.175973561,0.125412909,0.145975835,1
0.11157123,-0.53111887,1.217629203,0.150533652,-0.074150866,1
-0.224015139,-0.232695556,-0.709656218,0.076001548,0.012386672,1
-0.108597942,2.433783834,0.277575955,-0.318300189,0.040972323,1
-0.236908909,-1.559596729,-0.309448967,0.391623731,0.102032341,1
-0.28184467,2.149891458,-1.221548919,-0.093807117,0.075014952,1
0.178040795,1.47114525,0.850051834,-0.188076672,-0.035282061,1
0.208041813,0.567152872,0.135912539,-0.118716544,0.066182296,1
-0.059047532,-0.487625643,0.704532261,0.082719635,0.076993261,1
0.14591396,0.365283846,-1.557878202,0.049986741,0.071047531,1
-0.899076339,-1.694971766,-0.467695856,0.083064682,0.134469532,1
0.080619397,-0.121042587,-0.112389529,0.203238718,0.036019328,1
0.080691141,-1.047137945,1.084141741,0.107955584,-0.093287568,1
-0.054998471,-1.337614741,-0.944154247,0.152736009,0.123098741,1
-0.353238601,-1.144536824,-0.433777551,0.179979806,0.163409546,1
0.016972506,-1.126369284,0.532069089,0.308529337,0.036884779,1
0.028010101,-0.658306217,-0.227514672,-0.126546859,0.116992186,1
0.01688928,-1.311776077,0.401479498,0.078472203,-0.026080633,1
0.111761161,0.066611287,-1.543851335,0.147813641,0.041814159,1
0.018086015,-1.008446317,-0.18634098,0.309545115,0.04731833,1
-0.222263777,-0.773375837,1.324838254,0.148835684,-0.024970649,1
-0.148839753,-2.07236402,-0.719072899,0.043383887,0.14446352,1
0.001054425,-0.944917257,-0.243241779,0.095092993,0.162092122,1
0.041821048,-0.63504687,0.011452087,-0.061230847,0.082687116,1
0.282164052,1.529082243,-0.370136772,-0.172299739,0.118312751,1
0.099979933,-0.089494174,-1.411906532,0.215325123,0.011542631,1
-0.015581331,1.187031643,1.10168413,-0.206823131,0.084617816,1
0.081306394,-0.001200204,-2.468893258,0.169511784,0.061896727,1
0.102324084,1.298974152,-0.336225997,-0.449923764,0.117022532,1
-0.152945958,-1.377639812,0.818092774,0.062875637,0.004167444,1
0.09433431,0.121794756,-0.938581094,-0.090182974,0.088134255,1
0.042109134,-0.744770051,-0.581964301,-2.544694614,-0.372548617,1
-0.02601556,-0.89313114,-1.220221786,-0.001700846,0.124416257,1
0.064433215,-0.365774602,-0.110309478,0.044745847,0.110247954,1
0.165341124,0.770633101,-1.399483969,0.112202522,0.081685434,1
0.135833162,0.489817143,-0.270300948,-0.062681094,0.032135777,1
0.192722024,0.151127772,1.266190223,-0.005676359,-0.018907966,1
-0.495673927,0.098791166,-1.451862321,0.063670566,-0.057551767,1
0.064921098,-0.337364802,-0.693905262,-0.143782536,0.106530968,1
-0.093160704,-1.641842222,-0.533199511,0.192497031,0.143462169,1
-0.281832438,1.0207998,-1.242023532,-0.207248009,0.023868483,1
0.133410147,-0.164414135,0.304616871,-0.042050474,-0.008450899,1
-0.048344559,-1.289535944,-1.885187277,0.121994868,0.072795202,1
0.39086991,3.576343559,-2.551826193,3.064625673,0.261826295,1
0.09706058,-0.127349664,0.065719223,0.269167392,0.083891027,1
0.117634235,-0.678755708,1.615576155,-0.036938734,-0.113215161,1
0.058860174,-0.232827853,-0.496425315,0.119012824,0.155804636,1
0.217670648,0.766495158,0.585363122,0.046082511,0.020611743,1
0.187772884,0.229201256,0.997492077,0.005083737,0.015688926,1
-0.061876862,-1.55099598,-0.635993051,0.04176546,0.080550736,1
-0.145525107,0.224684063,0.757802137,0.126149717,0.035796927,1
0.262697916,0.736425036,1.292168204,-0.223425087,0.031503745,1
0.045368073,-0.395063926,-0.986791944,0.393171248,0.174654984,1
-0.429446346,-2.004277514,0.017649298,0.213181925,0.042385506,1
0.169785024,-0.670001649,2.483680717,0.090916521,-0.149958807,1
0.060885746,-0.790052806,0.743596245,-0.022590843,-0.017066096,1
-0.456944652,-0.53815377,-1.076677326,-0.03537346,0.125758244,1
0.046694511,-0.481892495,-1.651956063,0.003041077,0.029218872,1
-0.188715023,-1.222905808,-2.094890005,0.266947459,-0.001657147,1
0.181397397,-0.288116643,1.888007991,0.175701155,-0.058325225,1
0.070275986,-0.081741194,-0.944865105,-0.024152918,0.068829499,1
0.514852497,3.555197089,0.780526148,-0.054030073,-0.040516807,1
0.056981996,-0.946308929,0.446650099,0.314538773,-0.025552156,1
0.151494458,-0.724151096,2.246211432,0.106321874,-0.125039281,1
0.010847965,-0.952560367,-1.505111627,-0.036989507,0.061407107,1
0.345263295,2.778516877,-2.813784765,1.094486593,0.061934903,1
0.068817736,-0.587609405,-1.009404738,-2.146413144,-0.234196005,1
0.198708796,0.654814235,-0.065993171,-0.122449502,0.019477133,1
-0.076248518,-1.632973849,-0.720715182,0.10551201,0.085565346,1
0.306749404,1.311715937,1.071746676,-0.196737237,0.019214252,1
0.127751245,0.399846812,-0.414594133,-0.084977333,0.129093434,1
0.108438852,-0.089985208,-0.189932547,-0.093705648,-0.016293514,1
0.230044835,0.703202296,0.426554116,-0.19679828,-0.031013809,1
0.332390192,1.620383711,0.596751068,0.029674991,0.233150032,1
0.027580653,-0.805804525,-0.476332531,0.206432768,0.10378465,1
-0.132193185,-0.597571387,-1.44973662,0.109248747,0.151128125,1
0.246061492,1.270018202,2.713226328,-0.379072078,-0.013714092,1
0.036872222,-0.661700123,0.047396058,0.215482088,0.057136466,1
0.260703748,0.75216657,1.430189629,0.565022422,-0.041180696,1
0.181271558,3.273510523,0.325911718,0.11098466,0.046459019,1
0.226848466,1.226854339,-1.192986707,-0.541554616,0.059559191,1
-0.008776679,-1.421885907,0.697288191,0.375456334,-0.004934834,1
0.091040184,-0.465576783,0.656171788,0.11429272,0.001362273,1
0.334798382,1.87918057,0.592612681,-0.019697687,0.023759017,1
0.199016524,0.422389561,0.272173703,-0.143085439,0.044162779,1
0.202872209,0.480991181,-0.44792447,-0.172929673,0.123609037,1
-0.025248939,-1.630993986,0.714470832,-0.17568037,-0.034341152,1
0.171684782,0.272925882,0.58700066,0.022455613,0.070161965,1
-0.071087964,-1.52304642,-0.400924471,0.042260154,0.145099169,1
0.07624189,-0.498571353,-0.068730743,0.015412078,0.011704911,1
-0.118657475,-2.058524229,-0.130080264,0.12658058,0.069586802,1
0.105883113,-0.034169,-0.89604265,0.374452302,0.027865655,1
0.085912094,-0.947204912,1.450030251,0.128587493,-0.045311582,1
0.09403917,-0.35600644,-0.578011876,-0.239715447,0.001603876,1
-0.018740923,-1.181988761,-0.130809988,0.01147819,0.139412688,1
0.042520238,-0.788447808,-0.71695562,0.137570524,0.051897016,1
0.169140113,-0.085152928,1.113845359,-0.124528032,0.072535834,1
0.134166717,0.082590112,-0.208585916,0.034686586,0.062405177,1
0.250379488,1.292335515,-1.084596081,5.18E-05,0.165168344,1
0.047659876,-0.504851242,-0.616927837,0.029774926,0.07057153,1
0.186713116,-0.071237343,1.492557084,0.105540481,0.009979841,1
0.064415528,-1.069067127,1.282952827,0.082394582,-0.029925687,1
0.172711529,-0.377847125,1.949849827,0.303134309,-0.081228924,1
0.102395454,-0.293978073,0.512358905,0.159965808,0.031014485,1
0.082837956,-0.836597034,0.718605121,0.32960239,-0.052182812,1
0.239495369,1.267722679,-0.612799134,-0.09428287,0.124857533,1
0.234744018,0.93993632,-1.222864091,0.170504819,0.137671569,1
0.128711423,-0.137283029,0.676796138,0.129823868,0.024115403,1
0.087030667,0.18401317,-1.655878593,0.074698229,0.079077818,1
0.392123864,2.16387018,1.038683892,-0.227152906,0.004960068,1
-0.333503329,-2.338344083,-0.60333959,0.127797863,0.105515374,1
0.417681484,1.861633974,1.381116012,-0.220570563,0.011385227,1
-0.453500475,-2.031381792,-0.379775585,0.281225118,0.083433456,1
-0.394892727,-0.317440447,0.272912624,0.456161074,0.031629551,1
0.040132385,-0.776324933,-0.657003325,0.637131959,0.001317185,1
0.308392561,1.132779313,1.549989362,-0.017545003,-0.063522355,1
-0.202183585,-1.222296219,-1.938163417,0.063818389,0.085286313,1
0.331210206,1.877468445,0.670085539,-0.145766573,-0.054383698,1
0.25059357,0.834071169,0.99358086,-0.301255102,0.004913687,1
0.009038713,-1.248082217,0.618393191,0.206939258,0.029062503,1
-0.101393212,0.418275642,1.286632212,0.443718665,-0.039989295,1
0.213391506,-0.128509595,2.152927006,0.124942067,-0.075079433,1
-0.01090743,-1.570246702,0.943281612,0.222249594,-0.034070359,1
0.037470945,-1.025604703,0.66952862,0.145329105,0.035122421,1
0.19764978,0.690126621,0.525139237,-0.000598057,-0.050661699,1
0.237094665,0.660700623,0.959703909,-0.200780297,0.065946988,1
-0.031820382,-1.086012716,-0.393541027,0.126050616,0.087240368,1
-0.012348494,-1.108870194,-0.152184783,0.0659686,0.14208285,1
0.320959933,1.832872041,-1.715400652,-0.176303273,0.040565422,1
0.345719034,2.013605791,0.588896615,0.272101457,0.010650052,1
-0.275512851,-1.6879767,-1.79076429,0.156530771,0.113228521,1
0.008061019,-0.929183697,0.024260851,0.039761825,0.05669357,1
0.019253612,-0.966933131,0.331569591,0.049170386,0.010065921,1
0.301867227,1.416764035,0.367413028,-0.259304466,0.272323902,1
-0.182799269,-1.284060837,0.002560068,-0.000270577,0.112672911,1
0.157479284,0.851954735,-0.627519439,0.668115692,0.127730968,1
-0.136782804,-1.945148039,-0.713088481,0.22927879,0.138066007,1
0.13421287,-0.714402601,1.853067044,-0.00312014,-0.068726385,1
0.277754439,1.728478795,-1.732769406,0.293365363,0.087546062,1
0.021938522,-1.295738364,0.490595139,0.170490489,-0.04281811,1
0.03414737,-0.577039952,-0.704622448,0.101212668,0.072626053,1
0.389609841,2.335661261,-0.018342022,-0.108109856,0.126154648,1
0.229598327,0.699360414,0.335591912,0.130368119,0.031164386,1
0.118839171,2.652768434,0.342113519,0.301189963,0.068573158,1
0.219088347,0.968908158,-0.174569113,-0.095948285,-0.025361324,1
0.12338303,-0.111932986,-0.496059455,-0.06752792,0.008309326,1
-0.189714066,0.559495751,-0.622247483,0.858181789,0.163785202,1
0.177974031,0.653524199,0.061113816,0.083409921,0.076252117,1
0.183439934,0.264467467,0.31072341,-0.158784379,0.029497975,1
-0.034883146,-1.030777272,2.38078571,0.044857812,-0.161859713,1
-0.326422382,0.030810146,0.85943335,0.16918746,0.006737695,1
-0.127194283,-1.937755564,-1.009096868,0.265937722,0.081867245,1
0.100462985,-0.55095024,0.778906028,-0.164133619,0.084970471,1
0.083233651,-0.603319369,0.173827122,0.202131669,0.038119118,1
-0.096909632,-1.695423155,-0.474411598,0.244179356,0.128681812,1
0.168356364,0.353811046,-1.88914587,-6.566739569,-1.113383329,1
-0.018202421,-1.591716831,0.848130635,0.228482608,-0.026912685,1
0.171535512,0.14614103,0.905478993,0.170198989,0.011823263,1
0.000883722,-0.793204088,-0.448910505,-0.068454256,0.131520443,1
-0.088576347,-1.713457252,-0.30966427,0.09499759,0.117854082,1
0.303471733,2.027740491,-0.701518987,-0.182980028,0.037480206,1
0.168967262,0.158489568,0.808091444,0.099210084,0.030411733,1
0.103419532,-0.538596578,0.861529858,0.026651157,0.060886924,1
0.12645228,-0.140309815,0.102421759,-0.082978135,0.020855781,1
0.067911365,-0.335586912,-0.154734827,-0.126502936,0.130749689,1
-0.215348022,-1.506815349,-0.955632232,0.401613405,0.005627172,1
0.109012577,-0.247865135,0.060600026,0.155530666,0.000731773,1
0.063604664,-0.210922304,-0.360184696,-0.206906579,0.087172593,1
-0.074366073,0.96088779,-0.073653118,-0.33825841,0.133791399,1
0.031268539,-1.11787955,0.78289657,0.259829463,0.009916617,1
0.01704562,-0.721654055,-0.310274205,-0.150826004,0.125981309,1
-0.08966087,-0.227540631,-0.105918094,-0.082276459,0.047307482,1
0.003662486,-0.812344585,-0.795304424,0.062579329,0.073495833,1
0.278139797,1.678879881,-1.079120734,-0.158372119,0.048843517,1
0.028488587,-0.532351767,-2.471513354,0.32393786,0.090066181,1
-0.025677006,-0.963332338,-0.566242836,0.044437294,0.125496585,1
-0.006068413,-1.024192201,-0.813216957,-29.85954105,-5.622731803,1
